"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Singel Personeelsdiensten","3.3","6","Tennesseedreef 13-R","Utrecht",,"NL","https://www.nobrothers.nl/singel","+31 30 707 0888","Temp agency","https://www.google.com/maps/search/?api=1&query=Singel%20Personeelsdiensten&query_place_id=ChIJpYnLZVFuxkcRk7I6c2G3F3Q"
"Loopbaanstappen",,"0","Kanaalweg 16G","Utrecht",,"NL","https://loopbaanstappen.nl/contact/","+31 6 46226729",,"https://www.google.com/maps/search/?api=1&query=Loopbaanstappen&query_place_id=ChIJ__-_m-1lxkcRrJTzfHNOXG8"
"Koers Loopbaancoaching Utrecht",,"0","Oorsprongpark 7","Utrecht",,"NL","https://www.koersloopbaancoaching.nl/loopbaancoach-utrecht","+31 13 203 5993","Career guidance service","https://www.google.com/maps/search/?api=1&query=Koers%20Loopbaancoaching%20Utrecht&query_place_id=ChIJT54CnBdpxkcRdcK00CaItiQ"
"Loopbaaninzicht",,"0","Goeman Borgesiuslaan 77","Utrecht",,"NL","https://www.loopbaaninzicht.nl/","+31 30 755 1532","Counselor","https://www.google.com/maps/search/?api=1&query=Loopbaaninzicht&query_place_id=ChIJFSDtvT9vxkcRvYWh8CuMcbo"
"De Werkcoach","5","2","Jacob van der Borchstraat 75","Utrecht",,"NL","http://www.dewerkcoach.nu/","+31 6 16395512","Counselor","https://www.google.com/maps/search/?api=1&query=De%20Werkcoach&query_place_id=ChIJj4PQDzlvxkcR4cDKLfki-78"
"Evoke",,"0","Papendorpseweg 75-79","Utrecht",,"NL","https://evokestaffing.com/nl/","+31 495 518 999","Human resource consulting","https://www.google.com/maps/search/?api=1&query=Evoke&query_place_id=ChIJx7py4-xlxkcRWMZLSbLjT_Y"
"Teleperformance Netherlands - Utrecht","3.8","25","Papendorpseweg 97-B","Utrecht",,"NL","http://jobs.teleperformance.nl/","+31 79 751 1000","Call center","https://www.google.com/maps/search/?api=1&query=Teleperformance%20Netherlands%20-%20Utrecht&query_place_id=ChIJybQhrJllxkcRn3n-t3sGNnw"
"Carrière Vormer",,"0","Papendorpseweg 100","Utrecht",,"NL","http://carrierevormer.nl/","+31 30 889 1897","Recruiter","https://www.google.com/maps/search/?api=1&query=Carri%C3%A8re%20Vormer&query_place_id=ChIJVfnHjJllxkcRqF2W2tVokqQ"
"FBRC GGZ Werving","4.9","14","Lange Viestraat 2b","Utrecht",,"NL","http://www.ggz-werving.nl/","+31 88 742 5991","Recruiter","https://www.google.com/maps/search/?api=1&query=FBRC%20GGZ%20Werving&query_place_id=ChIJrzOy-SVpxkcRLTXFGv53yyE"
"Morgan Lab","5","1","St Jacobsstraat 129","Utrecht",,"NL","https://www.morganlab.nl/","+31 30 200 4805","Recruiter","https://www.google.com/maps/search/?api=1&query=Morgan%20Lab&query_place_id=ChIJ__xY7-ZvxkcR4HkyAORcOhc"
"Uitbestedingscentrum",,"0","Orteliuslaan 850","Utrecht",,"NL","http://www.uitbestedingscentrum.nl/","+31 6 14208805","Technology park","https://www.google.com/maps/search/?api=1&query=Uitbestedingscentrum&query_place_id=ChIJOTHXujVlxkcRyRNga-kqwKs"
"Leadership Talents",,"0","Orteliuslaan 855","Utrecht",,"NL","http://www.plustalent.nl/","+31 30 890 5415","Vocational school","https://www.google.com/maps/search/?api=1&query=Leadership%20Talents&query_place_id=ChIJUUjv4XdlxkcRE6f2M7Zof6Q"
